sensor1	sensor2	signal_strength	group
111	105	26.463285784116437	A
187	71	14.886920244682138	A
232.5515317118919	202.25824630463595	-1.0014763813776415	C
111	396	24.857655107595985	A
69.64537361636758	180.68598387762904	-0.7041487221275249	B
91	303	15.49608812357162	A
119.74522955172104	159.0076334015072	-1.6181503487722484	C
268	344	14.433477676659978	A
180.48973400260013	127.12691358754631	1.1373427138851882	C
192	389	16.72577239125961	A
158.9109533186387	291.39205758362766	-0.09558117203747338	C
166.2583352087418	297.7259254219887	-0.25488728742257794	C
311	21	16.949120665852526	A
216.64249115567904	208.81817935269723	0.06153980132496257	C
136	161	14.123507980782385	A
350	8	26.34144416475778	A
374	93	15.415074571606102	A
279.2161548706551	273.4339341704598	-1.0596922741216015	C
303	37	15.060534496450122	A
258	173	15.709146518558143	A
81	398	24.086827073953263	A
380.925115570426	391.3409077562392	0.3582038001050532	B
257.5170345617661	151.6922736897471	-0.48505917004918886	C
223	384	13.133861351783517	A
255	16	24.012505940839997	A
311	350	24.01160624385737	A
325	18	24.274387634219774	A
135	36	25.823243474093257	A
380.1608973182738	274.0345051512122	0.6820707810903178	B
222	210	25.182168591853014	A
264.64451561406025	239.1401747432233	-0.8254671232204784	C
244.80545047227588	190.1267547609192	2.3929955629432205	C
258	359	16.293995381230115	A
210.69319975446808	139.96821494459618	0.06143233074438654	C
116	397	26.43606988581788	A
215.15134807427393	243.19508340595115	0.5147495294269696	C
204.57364582127448	216.1899426010941	0.0396134497853019	C
166.04589531198144	74.72781371325254	1.7044649674192918	B
219	354	26.2561126671875	A
232.58488263971668	168.4928591040502	-0.09969716729979294	C
166.10412854117487	201.28918964281067	-0.25044197438821075	C
278	212	24.284152745886203	A
282	202	14.319828299337887	A
127	144	25.648037218636414	A
248	277	24.81366431124461	A
2	45	24.137894727339283	A
370.5904919654131	216.84305630624294	0.33419722816194086	B
270	15	14.593415639142709	A
135	86	24.673443155894866	A
382	37	15.185902176354517	A
375.33950293436646	339.5578489638865	2.8546752769525288	B
285.21232247899115	243.49301775869822	-0.7601707286966756	C
297	35	14.847239801655535	A
250.78926178305318	180.27779341579208	0.8512870103287529	C
222.05275112536967	172.61904223503126	0.6553983555700044	C
225	38	27.17807171139412	A
263.08018108829856	306.3623429276049	0.18318153931094022	B
30.121370498090982	200.64771557226777	-1.6880309464105174	B
97	20	12.715614758329627	A
78	83	24.792789237002133	A
277.2968063603978	218.68936471112656	0.9160750490703006	C
283	323	23.387183199215805	A
361.89628606662154	260.7649897225201	0.8644204717440568	B
297	16	26.03124643650203	A
116	126	26.660424267548528	A
186	386	14.359036870640193	A
213.45925154164433	339.9569367058575	0.8202335462806922	B
144.71207427606922	101.94822715975648	-0.3391484743630387	C
261.47304736077785	217.98160010948777	-0.06236866612602729	B
396	75	14.825954199400257	A
177.64934752323404	160.3561339440856	0.043365671274560993	C
230.30249839648604	35.453835781663656	1.1740609100612027	B
223.9877114051956	216.6679528187471	0.9273698831038216	C
310	341	25.38280070469191	A
301.72714460641146	297.43087012320757	-1.313730039017416	B
52.40904055535793	56.256594602018595	-0.3524031455814579	B
179	381	14.8824354028655	A
14	253	15.353806237354076	A
157.9743184792066	249.1324786828236	0.6042869891373348	C
181.1601461842656	336.31085278466344	-1.1880988747534271	B
59	42	25.629726091121103	A
15	3	15.159388801884164	A
32.77365928515792	258.14606128260493	0.27862014392609696	B
146.4042466453242	202.2841032938517	-0.5095656680434245	C
369.9429281055927	105.43020758777857	0.6827679482258872	B
39.63474500924349	246.06555681675673	-0.047866742648688634	B
92	272	15.681176414123042	A
181.70615427794849	225.20763917595136	-0.49353405904856773	C
234.3689518980682	154.26392368972301	0.3841100902759935	B
308.8689918629825	229.51044123619795	0.5600612049773718	B
304	75	14.627823190965797	A
263.16046804297275	141.1945868669443	1.016427617350922	C
63.004375994205475	304.9821029417217	1.3442806920225296	B
171	389	24.163187245336214	A
118.27218402177095	291.121459659189	0.04000007987904302	B
36	63	25.157391610457136	A
348.96284407004714	222.09719773381948	0.2600469486020873	B
45	3	15.378951402700626	A
86	104	23.17417689084476	A
365.5767507851124	108.24246415868402	-0.7326744364527189	B
154.73548182046378	178.6534807914293	0.41673863689672164	C
230.6677992331784	291.3974220356963	1.9432667462456674	C
279	179	25.05710347566739	A
26	3	16.131390809482905	A
7.564746774733067	380.8737468905747	-0.20608368841117738	B
292	355	23.894363089165918	A
86	233	13.49915930141083	A
232.39018039885977	259.770923861168	-0.017935844961178726	C
198	85	14.828501027605933	A
83	371	15.228218758166827	A
170	251	15.132954860148754	A
61	55	25.20352832700122	A
293	3	25.221535159275483	A
366.4132936857641	280.2507040090859	-1.3136541084190356	B
218.65447415038943	133.7287101894617	-0.509407347386536	B
386.6856231354177	314.5553784444928	-0.08436067485436029	B
77	15	13.301247141576017	A
151	381	17.297726895960988	A
201.4837330232102	75.51113650331146	0.6807247568274449	C
183.04224009181823	243.80299005963195	-0.07004907598784747	C
181	76	24.48147995452972	A
224.6418391354382	303.08457408100367	1.904768036329777	B
135.26870924979448	71.86932200565934	0.23409942319253318	B
359.81307476758957	22.21333533525467	1.255949292953958	B
272	76	26.18614839951672	A
80	382	24.32638866519675	A
108.04920634254813	71.3279084302485	2.0712255211784876	B
63	8	15.804255732505425	A
26.04593662545085	277.51186257228255	0.556343579825938	B
203.5129588177162	74.61453694222266	-0.4206320573954029	C
154.22703685248462	153.9816209094212	-0.20345534398416315	C
177.0717779174447	106.3154804520309	1.3168828069514387	B
31	169	14.498503066148057	A
121.1972037350451	225.1078124151051	1.4964693369320943	C
1.642038393765688	135.36674119532108	-1.4862724290360247	B
272.97173170372844	331.99641359969974	-0.9177951089474586	B
221	174	14.724142576745223	A
52	46	24.178245721673278	A
88	17	14.512759791529524	A
322	12	14.493292315688716	A
25	22	25.358173717053532	A
385	38	14.911714102662431	A
177.73211179301143	262.1007526293397	0.8828007966997042	B
223.33114367557167	237.7353991276903	-0.04501334616470706	C
175.36561144515872	160.080193169415	0.5874466193199441	B
273	340	14.425431537331935	A
97	351	24.485565408991302	A
141	22	26.258474665503275	A
289	223	26.16891410455423	A
165.23694330487263	125.23519576367181	-1.1981576892980506	C
192.38260285742138	209.2229150452444	-0.5419570082027505	C
320	39	24.73148197642457	A
96.66807797390979	200.9659853719585	-0.1590464196122387	C
230	20	13.437219192434586	A
60.592602379620075	103.04717160761356	0.33142422532198296	B
242	23	24.392388444138707	A
293.08819919526525	222.95665018887786	0.20554043722251525	C
301.0260235518217	365.16341185197234	1.3468360305643494	B
41	0	14.502622518827431	A
295	65	14.534922178010493	A
84	37	15.342481705366948	A
113	152	22.72668732384023	A
168.85562228400462	204.26536880691324	0.7193235741790855	C
314.0892406925559	67.40554850548506	-2.104024289871937	B
242	346	25.466906688710434	A
217	138	25.387364035855292	A
208.50996458902955	290.90133998543024	-2.8341901272743693	B
143.25808685246963	189.2540464588181	1.1488270932586548	C
81	304	23.223836557583766	A
229.02667559683323	359.40587744116783	-1.0040991480437553	B
19	39	25.278041371698393	A
79	98	25.41684327217952	A
282	310	15.994632773450032	A
213.75909903047705	212.95095795471002	-0.7265155978366931	C
210	357	15.621662825416863	A
169.65267577565427	276.98784705679316	0.44954662035945775	C
142	19	24.369545264300726	A
224	331	26.23426295646134	A
270.61556754633784	386.17838686332107	0.3381609552089957	B
121	206	25.906813889928067	A
227	177	25.6470502854505	A
227.129330942931	212.64921148495594	-0.08053755403948082	C
212.80829403549433	13.687657006084919	-0.7300609961633214	B
122.90404196828604	155.40456986054778	-0.2533201759480845	B
51	30	13.333981094911424	A
366.1328394471209	242.53580984336952	0.2848064689805506	C
153.3599170839356	156.45407598753093	0.21956098077197067	C
72.06905763596296	186.9111799634993	-0.10255662648208293	B
140.69316720984452	146.14440152004394	0.514626278147576	C
199.2796908132732	242.78326146304607	-0.699494308282737	B
222.6135576436071	189.51081263499321	1.3938933321361433	C
231	245	14.153609080755574	A
193.62650996196635	249.2925288493897	0.3522675668194422	C
284.39776120590045	295.2066495309837	0.8217464362942144	C
189	386	15.289805632742244	A
146	12	25.966374520044894	A
74.50413005426526	204.28975941613317	-1.1293283085436874	B
181	83	14.544539718905657	A
64	36	15.268021808410637	A
60	73	26.607982221467182	A
61.50915743783116	154.83092740178108	-0.2795803352309987	B
108.24881163664479	229.3473594595131	-0.14984912151528693	C
286.10097366494864	185.50416298267686	1.5712820455585625	C
167.1783178336645	163.11750462801834	1.6842990001908469	C
386.57313492149115	378.696599137038	-2.0441626540935935	B
232	94	25.35179429405317	A
253	363	25.24913488338589	A
302	41	25.738819813232737	A
163.40887425467372	373.86144092306495	-0.3383714076733748	B
211.1514730147549	265.71880250835585	-0.78824820051637	C
219	262	25.331468959170408	A
223	238	24.19272303774597	A
228.74740567058325	59.40325194969773	-0.08557574064928616	B
108.21101050823927	203.882478736341	0.4219793939812071	B
86	297	26.925610132498825	A
194.18179914355278	101.12706432119012	0.340950916395539	B
170	243	13.69588364895768	A
363.658603746444	338.9281609095633	-0.8938653093293547	B
107	268	26.144734135092065	A
196	265	25.80484984038411	A
314.27429636989547	182.44467902592083	-0.36753315451287266	C
134	23	17.000245069205928	A
9.162955358624458	166.88528107479215	0.27457914159961316	B
246.27190052623786	202.9860854407154	0.9691989639775024	C
208.822356101219	247.72286000870818	-1.2706376289890744	C
242.7508325097906	228.79168849440111	0.781452868451736	C
141.4467501771073	187.31702086066002	-0.04567425880515777	C
198.97520830308014	220.55528687788188	0.3438655643416474	C
267.09398793974617	264.000095732168	0.5077579947296553	C
167	161	15.33777254928707	A
263.7358001433313	246.85261072590947	0.950395203581658	B
57	349	14.074499032779887	A
197	55	15.43804990445175	A
149	40	23.98679376625364	A
95	63	16.41559347980771	A
255.35068214965779	240.71946077929576	2.5776341814995525	C
180	352	15.151598128709852	A
263	387	24.743709466404738	A
337	65	14.297012407572431	A
70.8299613557756	186.20371613651514	1.1208176480971292	B
81	391	25.42651715305977	A
236	27	24.247951890257035	A
187	22	15.903618897449494	A
370.66086838021874	176.64933847263455	-2.874808134419506	B
227	61	14.273041934473921	A
86	65	15.580448861635201	A
73.9832578226924	184.1644775122404	0.26662317797029833	B
350.2550823614001	8.00464078783989	0.9736305720541225	B
133.4882853552699	326.91511241719127	2.2117552500134994	B
82.84641150385141	299.6504431590438	0.5211245305645744	B
204.9318772740662	35.179584845900536	0.9087894259410548	B
221.2971221927619	103.8955452504537	-0.7353193476619462	C
191.88457744723206	205.85502866873745	-0.40587596152197286	C
53	21	16.427807242256872	A
186.5963244663445	191.3718857864209	-0.0873012252184422	C
176	387	25.032404015421577	A
281	291	14.375051271010697	A
79	38	15.288709980734385	A
96	176	25.356759509288576	A
94	393	24.737815142485967	A
236.86318018131126	186.7354652328067	-0.07092083969076039	C
320	388	14.105565756686257	A
265	398	24.988811696939777	A
237.5392770694728	192.16662235538647	-0.5791251435336905	C
128	344	14.194062107209263	A
214	93	25.969036524321883	A
328.94718386232853	289.3526238389313	0.18203570248279227	B
239	161	25.365720219277133	A
148.47311237826943	277.6257530786097	0.7120848868366064	B
74	78	26.144041620387892	A
360	55	14.36743221878765	A
120	244	14.032835289573994	A
125	200	26.054663159079013	A
360	8	16.173073387516542	A
213.07736391214803	213.47300090108428	0.17884970307260714	C
321	12	16.839069032277216	A
283.3909333138863	254.6843884744153	1.1921907021581115	C
293.0997875347034	252.6855328108814	1.1277426956717242	C
227.56222400081342	221.6503861559074	-0.7930629773875731	C
29	64	24.987727040861166	A
113	371	24.908924618199052	A
270	323	14.433226490674459	A
144.52577998563268	225.47450385550897	-0.6361388015448272	C
147.83203303813934	124.98041074723005	-0.006305295918786989	B
185	380	15.228440585621755	A
39.741692412644625	106.30816696211696	-0.27646352694564813	B
270	261	23.364612165100493	A
153.52025988320412	143.4416665853394	-2.0549103761057586	C
24.148209858685732	312.9919839091599	-0.6702341327432488	B
253	211	13.499853790814775	A
225.570302630042	206.5901101498516	2.0450344229122037	C
147	86	25.95703102534484	A
160.59517758495494	324.71992387800566	-0.6442081313720286	C
271	26	24.828065176596013	A
33	21	14.196491393528195	A
290.65795186907053	275.56462474167347	0.22825803794725663	B
334	13	26.133620430429254	A
70	82	25.63762822583734	A
218.11565630786123	77.59927196208965	1.5841454674827697	C
218.5888359323144	47.8411553427577	-0.09057467313267986	B
276	38	15.138472905200013	A
121.00347781688448	222.7744995270803	-1.280234879720102	C
176.6962052322924	15.501359477639198	-1.645735735702985	B
98	147	24.808422691064347	A
118	219	14.818109105346023	A
52.81245121732354	218.96137557923794	1.0840567730370667	B
144.0708199681232	138.7984014831033	0.05460794494873773	C
271	154	25.63481388312803	A
155	371	15.216152606288325	A
241.0702882440522	151.61784643373323	0.3983458493521687	C
225	55	25.42795302958108	A
164.63620886392482	184.54491888098	0.8079240543523799	C
290	47	26.506700854081217	A
153.55699311105457	203.6882498681027	0.7441707194382389	C
19.352607615292072	67.0557358302176	0.978924858533138	B
105	16	13.937067392278562	A
86	84	15.646461407697839	A
245	124	14.477109286529835	A
195.3591346861944	272.683737749362	-0.3011589113750414	C
283	314	26.51952769760913	A
318.9718957990408	173.0225450359285	-0.7166482811411593	B
85	286	24.538906498548222	A
375.62341755256057	160.99809622392058	0.4410997030825609	B
100	351	24.57838988896222	A
155.07498485967517	230.0495213828981	1.2754663546918104	B
311	53	15.636041502887121	A
163.8740451670286	203.9288338316814	1.6913540097856872	C
100.09981676772884	222.64896658072357	-1.198034352293228	C
177.40568723529577	138.03549967706203	0.2980777477545375	B
276	163	25.37874799612519	A
69	20	16.48593929238304	A
165.54114350373843	184.91409411010744	-1.885812468274709	C
98	314	24.892892118410877	A
270	350	24.242180909455556	A
129	40	14.692458224136958	A
84	318	24.515040564360618	A
298	380	24.940347606214143	A
324.52313089743257	123.57292538508773	-0.36677239311831883	B
309	47	23.861317877633912	A
180	237	14.86936394466073	A
361	75	14.291351429553357	A
323	21	26.00728802995305	A
376	8	16.131056392773647	A
57	115	15.94183184134381	A
144.09588414812922	197.34778999604066	-1.74191453513118	C
275.28396909287864	214.92796854058545	0.3555021075252898	C
254	135	13.750750579939268	A
301.40117798000574	116.57677898183465	0.10904868159426556	B
93.59367014840245	221.74585461616516	-0.538542424150646	B
291	361	24.54790937414925	A
278	90	15.636597369962839	A
208.03544302643678	166.38507446698412	0.6013433381469511	C
200.8325593596444	225.9285370692383	0.24662465641821815	C
99	36	15.219336048311066	A
186.55191359753724	257.80348726033424	2.732609876761047	C
201	380	13.689520208106169	A
245	35	24.12591657109236	A
195.07253114134073	125.66395495086908	2.3664707717114752	B
266	348	14.631768612949996	A
223	393	26.426213608879063	A
177.67771935698715	141.34226803446958	1.7398519123080725	C
166.62634387612343	364.9986664764583	0.483874955316328	B
201.58229006156327	118.13190214669531	-1.2873921483773323	C
227.35615603092685	170.6392301945079	0.20539520558295618	C
79	336	24.566135747310476	A
21	238	14.119512921959593	A
8	26	26.052306357510375	A
33	299	14.064384234969983	A
196.72249005634407	65.79311321692967	-0.16126045247453236	C
270.33178916365034	271.5246681087652	0.3534211656964767	C
62.015487905591726	210.04725685343146	1.6810093801050432	B
272	191	15.524549328085948	A
181.84680796854008	196.267011873569	-2.2401803705670247	C
27	48	23.931545474176474	A
203.68177316636215	179.83578533601428	-0.4562883060384158	C
2.697383798658848	222.74595769122243	-0.9027165373979364	B
382.84338572993875	28.786674607545137	1.3878675207806277	B
128	2	13.31328494567913	A
227	174	24.048953888271694	A
279	93	12.55600948699869	A
7.687681447714567	390.58422185480595	1.1756758869643378	B
255.51911732181907	358.40792395174503	-1.4649821019651057	B
221	10	25.794886742529208	A
120	69	22.960033795196725	A
28.39288404211402	359.9615862593055	-1.9383759934785556	B
67.98628577962518	199.09875877201557	-0.6227410491765619	B
290.9946694869941	150.7599126432759	-0.5194918822145116	C
72	64	16.002239514523534	A
173.1595360617005	255.63741917414816	-1.1157921400596273	C
227.93465018576939	217.56590562685543	-0.5555234665219606	C
233	143	24.674836718551024	A
130.7247795164585	130.22859636694193	1.669040338314515	B
335	68	13.905550063494138	A
313	65	16.133017157362772	A
29.364430531859398	54.86538726836443	0.8206924942606508	B
165.87793449529542	282.30429757032516	1.2991625115293879	C
171.13381654390707	100.3157572278299	-1.064068221301047	C
31.968888826668262	106.57772030681372	0.5859526559217075	B
39	336	14.51561969934621	A
302.04799100756645	145.46306747943163	0.006381285862590201	B
190.65280836075544	234.15108295157552	1.4471174969783667	B
104.19372515752912	272.5497963838279	-0.8866216506603559	B
209	7	15.07241392915439	A
174.15861942739593	197.50025672509682	0.19139913878992212	C
225.89565978811288	133.08382589401128	-0.9619792904231815	C
275	386	24.40855450782674	A
122.65474628657103	384.57265235483646	-0.4309581412164255	B
96	380	16.604607853488137	A
285.7070878542784	124.8103735364402	-0.2862926659028725	C
31	174	13.97014344778475	A
213.27908197417855	348.59639909118414	0.5118090203679363	B
146	385	14.73938153233357	A
349.6520481072366	14.61055101826787	2.382705944984641	B
214.6564625727382	232.17957550219322	-0.7762165704672243	C
229.51380111931115	139.22908189895693	1.5275158388586925	C
349.8784115538001	205.22320540621877	0.14268098798387244	B
261	371	25.01142218082606	A
110.26732278987765	198.57831802219152	1.2494118040849451	B
317.4302755855024	337.0173663832247	-0.3409356809926644	B
179.3531447066318	105.15820470616887	1.491319355873465	C
290.3222204186022	375.74159763753414	0.5331710865659298	B
246.25748554244637	171.2859222665429	-1.6656401945167552	B
30	44	17.227162776670912	A
123.15269156634866	186.27435568362176	-1.6166590784273716	C
363.0985114723444	112.09763893857598	0.5397859556345765	B
150.24671647697687	324.40116750076413	0.04786692350536642	B
134.8099296912551	283.97606424987316	-0.7476257773095905	B
139.9739608168602	232.95976081863046	-0.7434698723578989	B
330.2727277390659	332.7183512970805	-0.20047975929555123	B
80	56	24.634525482747115	A
24	229	14.947409761959817	A
234.852388412673	228.99674363070915	0.22397411024967392	C
285	53	15.202882780247485	A
257.82399512827396	337.26720456033945	-1.07142819842498	B
242.23635531961918	181.92690843716264	-1.2315134344328529	B
113	45	15.54899251698479	A
117.15852068737149	159.33258086442947	0.3694338009749804	B
357	61	15.780276103363795	A
84.99321741983294	369.5930737070739	0.32738153072999937	B
168.9133225940168	317.3761272802949	0.7099589019996272	B
158	258	26.757129128098647	A
83	363	24.801164667740473	A
123	7	14.873215308255178	A
199	8	23.630315509781443	A
48	26	13.277048627917116	A
148	124	13.160754324913077	A
328	9	25.325668039035037	A
283.6371914483607	49.05965952202678	-0.687152057925826	B
394	41	13.948377572863382	A
175.12090821834667	170.11378063762376	0.38174733737748123	C
201.42187736473778	147.50486670745482	2.450415210454527	C
185.8882976301397	109.80921731276617	0.8839884119993858	C
278	327	15.076794799608729	A
125.75432476755478	172.32760408635377	-1.030353091264418	C
180.1033044101825	160.80237412182362	-0.7229584590923783	C
274	136	23.82477047475664	A
238.91070554470713	179.86388851931144	2.1401154223893104	C
53.38020045310259	101.54904006049037	0.927678109699795	B
52	54	12.943511624740282	A
62	58	24.368711823287388	A
295.2579265460372	191.10918687656522	-0.1308371750943374	B
151.99440927057321	156.306667660996	0.6817666825390777	C
183.50657982439222	158.6655312938219	1.862510032108637	C
186	234	13.809292351679128	A
244	0	24.431404806563002	A
320.9226150996983	328.5841578617692	-0.16221414643684312	B
2.059874404221773	213.60090328380466	1.111990789822518	B
197.43850603699684	381.4801217056811	0.31085575719560804	B
156.8444005213678	227.6391533203423	-0.49893870373435967	B
352	5	14.518398385728021	A
29.55891564488411	179.00135228410363	0.13747959980677893	B
280	201	24.65116788103047	A
88.0485525354743	233.25666366145015	-1.1651506262448408	B
236.59074427559972	99.7230963781476	0.4616197250930324	B
159	382	13.994842309887595	A
296.06065321713686	118.84398777037859	0.6830477970795334	B
211.81649077819725	201.2742963227099	-1.510720516398009	C
267	162	15.024521182216832	A
58	34	16.65469602721461	A
71	10	15.071147665226965	A
384.3452743254602	267.11608842015266	0.45765453155902225	B
117.02512092888355	130.98048623651266	-0.5352426113898201	B
240	96	13.789869608964338	A
106	67	23.913303658475602	A
220.64962946664994	206.57214894022536	0.9521547278124195	C
234	345	24.42105384011162	A
64	5	23.473889120917683	A
337.7745341525574	181.1981131419922	-0.7844966402409788	C
318.51125732064247	104.75112544372678	0.1721904148850057	B
59.86454365774989	262.5317976810038	-1.048242039055712	B
274	71	25.203377262908667	A
115.8999596722424	208.42672167345881	-0.5439810670940857	B
275.06973984654405	243.32718447595798	-0.7367412628148569	C
146	367	14.301271098965493	A
164	7	24.563786274472896	A
112	8	25.705452826181553	A
215	20	13.590885976452647	A
292.75698123109447	223.341397373388	2.3431831408620023	C
174	256	24.804647296285243	A
78.96205053989567	147.78963770559528	0.7378323824692176	C
191.87020724639297	371.96219246834517	-0.7485825799095779	B
208.19348453499995	179.1244102841691	-1.1049724730389714	C
193	73	14.746415644262473	A
245	128	23.001489207451424	A
377.1422240883112	87.35367758199573	-0.6908192225608213	B
233	18	14.953081090492335	A
172.794000358123	202.82777305004862	0.10846426699909502	C
207	85	14.375363693449811	A
231.24779606072508	245.50434813802528	0.751701832736605	C
155.3611682193325	240.0063502972697	0.6722841627856904	C
193	9	26.433798324444766	A
292	265	24.52836367370028	A
59	0	25.851277261109473	A
242.58454344159412	200.27994561565492	0.4706953441799629	C
201.78488023061777	205.61786613341062	0.07554855177359725	C
186.80663247326484	244.2097773036042	-0.6397416097363493	C
310	50	25.400167737163667	A
266.2454199269052	141.98113531425608	-1.1792034310611927	C
242.67818750426875	342.9940936695766	0.612778050633597	C
22	177	14.85154740835766	A
87	346	25.360312991264514	A
286.0901681279134	171.22100176731533	-0.28579304753399254	C
100	369	24.47832036099535	A
89	310	14.395561040143212	A
134.78391515091062	343.60381281003356	-0.11156896024316486	B
245.72102771465524	213.97771480746707	-0.5544242922555922	C
219.61619504254261	268.7893845384891	0.18602049463609388	C
199.06067031427528	153.26548515685963	0.6998494050616388	C
172.24560274766347	220.2944685395102	0.18258363738105876	C
251	162	17.83160156484748	A
336.3191400654614	208.09038635343313	-0.6121430759807139	B
167.52666121752384	179.82072365041515	1.6264257913376559	C
21	241	14.061095392592833	A
162.13675766377526	200.11385814393267	0.01865360795369209	C
106	235	15.823669055377142	A
258.17400934174657	277.34579257667065	0.5170046985591117	B
81.34144032374024	236.41484025865793	0.8493008452528927	B
205	201	13.94953209477075	A
96.69742701602746	280.5599888799288	0.8009393167873198	C
272	99	17.364991415748307	A
222.91686653500633	216.2775392743758	0.5341669700747271	C
168	81	13.634825632544661	A
290	233	25.46856009280248	A
203.58625792090382	278.1299557363618	-1.9751320859375685	C
389.96770679950714	390.7071614637971	0.5808419520350936	B
200	371	15.252378101683277	A
362.1436037123203	295.6393791362643	-0.49285526516130124	B
37.49751728028059	130.805669631809	1.1591778275907114	B
27	19	25.217587405430002	A
170.18619795406428	217.06457913996144	0.36751972627577856	C
68.83308822289109	12.747080437839031	0.09061001775076974	B
231.05441255823206	221.8111760976054	-0.8180226152437691	C
168.6462029563157	242.3720058954404	0.10700163323862273	C
173.49877200448273	227.66887808612174	-0.5261642727796811	C
132.28928754106164	291.82888623327017	0.7125374240899207	B
219.81500344051898	248.61011258829086	-0.53483510630128706	C
129	114	15.379124396668272	A
227	150	25.047608716929652	A
227	152	25.848188769716078	A
92	85	25.5731823039203	A
9.226139448583126	43.06860165670514	0.34360411532179486	B
168.94218856468797	300.21766163408756	-0.2680240269855526	B
234.3856126918352	151.9294315276382	-1.3927129027323901	C
390.02408273518085	392.2457524575293	1.7233738659221491	B
177.49427782853076	204.4402873116996	0.38411187945550324	C
313	375	27.09888218900103	A
67.14273327961564	1.5435283072292805	-0.8871958127181128	B
231.31750961765647	257.37995048984885	-2.1183725122103163	B
189.95318580418825	36.211486253887415	-1.4097902262550808	B
34	29	25.575634955263634	A
287.5289830379188	390.295538213104	-1.5133524683405328	B
216.72347828875564	253.1278940636995	-0.029198118877854513	C
130	389	26.688434890560497	A
213.4274784154227	162.19562780432	1.105381640215267	C
269	9	15.36536611548206	A
333.07112008333206	32.50488471239805	-0.9406101174868212	B
297	52	25.80985680017921	A
117	212	24.39501483830159	A
219.956322567484	209.75335697528266	1.680524507369879	C
320	44	25.002695707147723	A
390.6728303991258	346.55068097636104	0.052456744517034526	B
234	18	13.571232044723626	A
251.3173227951613	159.741270823705	-1.1914045895603327	C
295.33902335137157	201.05310933937128	0.06538931163868113	C
227	20	24.750568654844166	A
20.00096458941698	143.41801218688488	-0.7413110216173323	B
280	229	23.746072006574444	A
170.68028301348988	136.0979421143864	1.5716148424598138	C
81	356	25.321708447605104	A
232	368	15.954868802351259	A
244.0336235063504	174.7710751761933	1.002673815864526	C
48	59	25.22092719908284	A
274	102	16.049666503603206	A
111.55837785826857	227.5899501201115	-1.2333503027404713	C
60	5	24.31611145297211	A
218	9	25.289042862560066	A
96	317	24.62511172634145	A
230	13	14.86599779746652	A
58.332107309252024	205.19081074744463	-1.4611026726830338	B
206.53887718775186	222.77941310862906	0.8034080234074085	C
211.1068616681385	208.6010698857469	-0.4556412861396152	C
139	154	15.160979216406886	A
190	4	25.334252533479688	A
158.96317488850912	198.32010001941782	1.8699663936609783	C
202.78331135299553	186.84425355313618	1.6104563823065636	C
42.576869670301676	369.50632529333234	-0.8550739068118891	B
317.4287902543853	168.0983246975217	-1.1623870305380346	C
241	278	24.894721435154448	A
117	108	25.125672926217725	A
218	367	25.228150185013206	A
259	215	14.10228524468516	A
114	252	25.90467393281193	A
259	17	24.538333725621186	A
209	10	15.066320517611782	A
309.44351460784674	146.90019600093365	0.7927385822642296	B
286	275	24.6505381355027	A
263	168	14.522211245894432	A
105.48557210713625	146.37974184006453	-0.7056305735611653	B
233	145	14.711931947539272	A
167	368	14.780432619287103	A
12	28	16.389687468382967	A
227	250	25.837317727952186	A
55	82	23.773856527629224	A
247	250	24.611686023194824	A
106	160	26.052928691317913	A
75	303	26.377647822160448	A
103.87209132313728	64.63313484564424	-1.1809190178995637	B
190.29536366645408	213.50236366212332	-0.17160887214268233	C
138	57	25.827677435579005	A
189.8547600850017	124.23588053129525	1.3731366808452332	C
135	48	25.93853129711498	A
20.447828900069	354.32468224316835	-1.2411550453078808	B
116	231	26.204780625093093	A
103	93	25.882109296962287	A
276	321	26.360586803228884	A
206	176	14.356215393983064	A
64.08169316127896	376.4032826758921	2.060242872639687	B
196	263	24.606546346443793	A
26	6	26.868939426405422	A
332	4	24.39514167411067	A
169.5367680378107	188.4051733721638	0.027120295196223106	C
182.37470798194408	21.552390325814486	-0.06536476819777397	B
222.7403730076206	171.11824893457015	-0.0423602504497292	C
101	237	16.540722343311472	A
48.400111217051744	31.957713793963194	0.2534310323657019	B
361	2	15.063065280922345	A
94	115	25.012552827489554	A
344	67	14.260819192584137	A
227	382	15.176082471981955	A
299	224	14.992546680332646	A
139.58348277956247	166.94615138694644	-0.8829991060735664	B
222.73607258087728	230.42896664627335	1.47329787381868	C
127	221	14.583185738011236	A
299	98	14.831293482645886	A
150.82257175624454	144.7783097699323	1.8857549623298906	C
266.8902650475502	80.9674727730453	-0.7561705187199428	B
184	8	25.433576585277923	A
229.06071869656444	271.9239587895572	-0.43890336254664475	B
209	49	14.70968185894842	A
89.26712023685026	117.5197993111761	0.5999710869884988	C
116	132	27.1727123268161	A
206	40	14.160036998256434	A
268.15845941746124	269.5355927759446	1.1538749039866094	C
260	357	25.36262570992478	A
128.66834770845617	235.56494089103293	1.3800321110286875	C
120.36260132276564	80.3528932375719	0.05118854264146085	C
157.7821396291256	130.8186462149024	0.08133897417916335	B
117.34397200751134	250.91063826839093	0.07327244666254794	C
11.985640414059162	28.004722949117422	-0.6627325525885005	B
15	56	25.60765140608993	A
143.56332128681734	175.61542982348055	-0.5565491263296523	C
196.86135862932576	198.03039769010127	-0.7379498058265261	C
162	26	23.732582776229062	A
